SKU,Brand,Description,Qty 2023-24,Category,Core/Non Core
110101010012,KLEENAL,Kleenal MC-300P Wet Round Mop  Refill Yellow,631,Cleaning & Hygiene Products,CORE
10049899,RIN,Cleaning Powder Rin Shakti 1kg Pack,629,Cleaning & Hygiene Products,CORE
100806050041,LINC,LINC OCEAN GEL PEN; 0.5 MM; BLACK; (PACK OF 5),629,Office Supplies,CORE
100605010142,JK,"JK Copier Plus Paper, 80 GSM,  A4, White, 500 Sheets/Ream",618,Office Supplies,NON CORE
10049687,JK PREMIUM,Premium Room Freshener Assorted Spray 125gm,597,Cleaning & Hygiene Products,NON CORE
100616020003,3M,3M Post-It Flags 0.5 x 1.7;3 CColours; 30 Flags/Pack,596,Office Supplies,CORE
100803030118,CAMLIN,Camlin CD Dvd Marker Pen Blue 7289018,569,Office Supplies,NON CORE
100201020034,STANDARD,ID CARD HOLDER PLASTIC WITH LANYARD ASSORTED COLOR,561,Office Supplies,CORE
100501110052,CHARNOCK,"Charnock C13 Mop Wet Set 4.5ftt Alu Handle,refill 6""w 12""L",549,Cleaning & Hygiene Products,CORE
200103010029,STANDARD,STANDARD SPIKE GUARD-4 WAY EXTENTION SOCKET STRIPS,549,Office Supplies,CORE
100501220033,3M,"Red Scrubbing Pad 17""1*5 5 Pc Pack",539,Cleaning & Hygiene Products,CORE
100509010002,STANDARD,Gloves Hand Surgical Latex1 Pair,525,Cleaning & Hygiene Products,NON CORE
100408090006,STANDARD,STANDARD TRANSPARENT PVC SHEET A4 PROTECTOR D-GAUGE (PACK OF 100),522,Office Supplies,CORE
100214040003,OMEGA,OMEGA 1773 MINI TAPE DISPENSER (FOR TAPES SIZE 0.5 INCH) OR SIMILAR,521,Office Supplies,CORE
10050510,STANDARD,Good Make MPL-8 Self-Adhesive Label A4 100 Sheets/Pack,512,Office Supplies,NON CORE
100212040046,KANGARO,"KANGARO HD-23S13 STAPLER,CAPACCITY 100 SHT, 23/6-23/13 STAPL",511,Office Supplies,CORE
10054129,STANDARD,STANDARD DYNA BUCKET 15 LTRS,510,Cleaning & Hygiene Products,CORE
100623050799,WORKSTORE,Workstore SF40036 one subject B5 size notebook.,504,Office Supplies,NON CORE
100605010200,JK,JK Copier Paper 75 Gsm US Lettter Size 216 X 280MM,500,Office Supplies,NON CORE
100503010053,C&W,"C-Fold Towel, 21 x 32 cms, Whiite, 150 Pulls, 20 pack/Case",492,Cleaning & Hygiene Products,CORE
100501010013,STANDARD,Broom Stick Soft 500Gms Weight,486,Cleaning & Hygiene Products,CORE
100405010097,STANDARD,Pre-P PVC File Dividers IndexA-Z Size A4 18/Set,478,Office Supplies,CORE
100501210068,KLEENAL,"Ambo Out Door Brush 18"" Soft Kleenal  NSW/18 without Handle",464,Cleaning & Hygiene Products,CORE
10049654,STANDARD,Air Freshner Cake Napthalene Balls 1Kg Pack,451,Cleaning & Hygiene Products,CORE
100405010053,STANDARD,"STANDARD CARDBOARD FILE DIVIDERS, A4, ASSORTED, (PACK OF 10 )",442,Office Supplies,CORE
100806080002,PILOT,"801 Pilot Hi-Tecpoint 05 Microo Tip Pen, 0.5 MM, Black",436,Office Supplies,CORE
100904020003,STANDARD,STANDARD PLASTIC BUBBLE-WRAP SHEET SIZE 40INCHX100MTS ROLL (THICK),434,Office Supplies,CORE
100212040003,KANGARO,"KANGARO HP-10 STAPLER, CAPACITY 20 SHEETS, NO 10 STAPLE",423,Office Supplies,NON CORE
100501190055,GALA,PLASTIC TOILET BRUSH WITH CONTAINER,422,Cleaning & Hygiene Products,CORE
10049177,STANDARD,Photo paper 240 GSM A4  20 Sheets/Pack,420,Office Supplies,NON CORE
10056831,STANDARD,GOOD MAKE CLOTH ENVELOPE SIZE 18X14 (PACK of 100)  PACK of 1,411,Office Supplies,NON CORE
100501110002,GALA,Gala 296/S 132757 Dust Control Mop 18 With Handle,381,Cleaning & Hygiene Products,CORE
100803010104,CAMLIN,"Camlin Hi-Lighter Marker Pen, Pink - 7287136",380,Office Supplies,CORE
100803010102,CAMLIN,"Camlin Hi-Lighter Marker Pen, Blue - 7287018",371,Office Supplies,CORE
10049577,AIR WICK,Air Wick Room Freshner Assorted,349,Cleaning & Hygiene Products,NON CORE
100631010046,STANDARD,"STANDARD LABEL, A4 -1, (PACK OF 100)",349,Office Supplies,CORE
100616030006,3M,"3M Post-It Notes 3"" x 4"", Yelllow, 100 Notes/Pack",346,Office Supplies,CORE
10054135,STANDARD,STANDARD DYNA PEDAL DUSTBIN PLAIN 11 LTRS,340,Cleaning & Hygiene Products,CORE
100205090183,WORKSTORE,Workstore ST-7080 MULTIFUNCTIONAL PEN STAND,340,Office Supplies,CORE
10049779,DIVERSEY,Diversey Cleaning Liquid Taski R2 2X5L Can HHTLBA1,329,Cleaning & Hygiene Products,NON CORE
100207010082,CAMLIN,Camlin Gum 300 ML,328,Office Supplies,NON CORE
10060786,NESCAFE,NESCAFE GOLD BLEND COFFEE 100G BTL. SINGLE PCS,327,Pantry Supplies,NON CORE
100501010014,STANDARD,Broom Stick Coconut 500Gms Weight,327,Cleaning & Hygiene Products,CORE
100501110076,KLEENAL,"MOP METAL HANDLE POWDER, 4.5FT METAL HANDLE",327,Cleaning & Hygiene Products,CORE
100202050080,LEERA,Leera's Nylon Rubber Band 4 inch Assorted Colours 500g/Pk,323,Office Supplies,CORE
10046857,TRIDENT,"Trident, Royal Touch Copier Paaper, A4 Size, 80 GSM (500 She",309,Office Supplies,NON CORE
100501210023,GALA,Floor Sweeping Brush Mr Tall Gala 224 with Handle,308,Cleaning & Hygiene Products,CORE
101904010003,STANDARD,STANDARD SHEET PROTECTOR THICK - (PACK OF 50),308,Office Supplies,CORE
10055064,STANDARD,GOOD MAKE CLOTH-LINED ENVELOPE SIZE 14 X 10.5 (PACK OF 100)  PACK of 1,307,Office Supplies,CORE
100913010054,STANDARD,"Shrink Wrap Roll 18'', 6 Kg",306,Office Supplies,CORE
10049580,ALA,Cleaning Liquid Ala Bleach 500ml Bottle,305,Cleaning & Hygiene Products,CORE
100623070171,STANDARD,"STANDARD VISITOR REGISTER, F/S, 55 GSM, 300 PAGES",305,Office Supplies,CORE
10049760,DIVERSEY,Diversey HHTLFA1 TASKI R6  5Ltr x 2 Can / Case,300,Cleaning & Hygiene Products,NON CORE
10052405,STANDARD,"STANDARD 3""x 3"" STICKY NOTES 4 COLOR ASSORTED  PCS",300,Office Supplies,NON CORE
10046847,BINDAL,"BINDAL PRINTING PAPER 80 GSM, A4 SIZE(500 SHEETS/ REAM) OR SIMILAR",296,Office Supplies,CORE
100208010015,KANGARO,"Kangaro DP-800 Paper Punch, Capacity 63 Sheets, Dia. 5.50 M",288,Office Supplies,CORE
100201020007,STANDARD,Oval Yoyo for ID Card Holder,280,Office Supplies,NON CORE
10052424,STANDARD,GOOD MAKE 19 MM WIDTH x 33 MTRS MAGIC TAPE DISPENSER   PCS - 1,276,Office Supplies,NON CORE
100209020007,STANDARD,STANDARD MEASURING TAPE 5MTRS WITH LOCKING CONTROL,273,Office Supplies,CORE
10053273,STANDARD,DISPOSABLE BOUFFANT CAP( PACK OF 100),270,Cleaning & Hygiene Products,NON CORE
100806080004,PILOT,"801 Pilot Hi-Tecpoint 05 Microo Tip Pen, 0.5 MM, Red",269,Office Supplies,CORE
100405010035,STANDARD,PVC File Dividers Index 1-12 150 x 230 mm 12 Sheets/Set,265,Office Supplies,CORE
100509150007,KARAM,"Karam Spectacles, Es005(Smoked), Ce Marked As Per En166:200",263,Cleaning & Hygiene Products,NON CORE
100501210024,STANDARD,"Brush Bottle Cleaning, Small",260,Cleaning & Hygiene Products,CORE
100501020044,KLEENAL,Caddy Bucket Blue K-73B,254,Cleaning & Hygiene Products,CORE
100501230024,KLEENAL,"Kleenal S-18 Heavy Duty Aluminium Rubber Squeezee 18"" with Metal Handle 5 feet",247,Cleaning & Hygiene Products,CORE
102105010003,ARTLINE,Artline Xylene Free Yellow Paint Marker (Pack of 10),240,Office Supplies,NON CORE
100409020114,SOLO,SOLO RB 402 2-D RING BINDER; A4; BLACK,239,Office Supplies,NON CORE
100501210015,STANDARD,Brush Carpet With Soft Bristlees,233,Cleaning & Hygiene Products,CORE
100501090008,STANDARD,"Surgical Hand Gloves, Medium Size, 1 Pair",231,Cleaning & Hygiene Products,NON CORE
201001010015,STANDARD,"125 Micron Lamination Pouch, 100 sheets / Pack 75mm X 105mm",224,Office Supplies,NON CORE
100501110072,KLEENAL,"Clip Mop Refill, 6"" Flat 300Gms Cotton Yarn",223,Cleaning & Hygiene Products,CORE
100408110027,STANDARD,Swingrip File A4 Transparent Blue,219,Office Supplies,NON CORE
100205040047,STANDARD,PLASTIC DOCUMENTS TRAY SIZE F/S; 1 PC,215,Office Supplies,NON CORE
10060999,STANDARD,STANDARD PAPER GLASS 200 ML 195 GSM (PACK OF 5000),213,Pantry Supplies,CORE
10052150,MADHUR,MADHUR REFINED SUGAR 5 kg,210,Pantry Supplies,NON CORE
100501230004,GALA,"Floor Squeezee 12"" With Handlee Gala 325",210,Cleaning & Hygiene Products,NON CORE
10051003,STANDARD,Good Make Pocket A7 Size Spiral Pad 10 pcs/pk,209,Office Supplies,NON CORE
10056579,STANDARD,GOOD MAKE WOVEN 3 PLY  MASK WITH NOSE CLIP  PCS - 1,200,Cleaning & Hygiene Products,NON CORE
102103010026,CELLO,Cello Tip Top ball dark Pen Blue 05 pcs/pack,200,Office Supplies,CORE
100205040042,OMEGA,1746/PP Omega Plastic Elegant Tray Set Of 2,195,Office Supplies,CORE
100501230011,KLEENAL,Kleenal K-50 Glass Squeezee SS Body with Rubber Blade 45cm,192,Cleaning & Hygiene Products,CORE
100617020135,STANDARD,STANDARD CHEQUE SAFE LABELS,192,Office Supplies,NON CORE
10049895,RECKIT BENCKISER,Mini Cream 100Ml For Polishing Leather  Other Glass Items,191,Cleaning & Hygiene Products,NON CORE
10049815,DIVERSEY,Diversey HHRLAA1 ROZALEX 5 Ltr x 2 Can,178,Cleaning & Hygiene Products,NON CORE
100501220018,STANDARD,SCRUBBING STEEL WOOL,178,Cleaning & Hygiene Products,CORE
110101010038,KLEENAL,Kleenal K-34 Lobby Dustpan with Lid & Dusting Brush,178,Cleaning & Hygiene Products,CORE
10048819,TETLEY,Tetely Green Tea Bag 100 Pc/Pack,177,Pantry Supplies,NON CORE
10051273,STANDARD,Good Make Rubber Hand Gloves Medium Size Yellow Co1 Pair,176,Cleaning & Hygiene Products,CORE
100504010147,KLEENAL,Kleenal K-119A Double Cleaning Bucket 34Ltr capacity with Wringer Trolley,176,Cleaning & Hygiene Products,CORE
101903010005,STANDARD,GoodMake sheet protector A-3 60 micron 100 Pc/Pk,174,Office Supplies,CORE
10061973,KIMBERLY CLARK,"KIMBERLY CLARK SCOTT PAPER TOWEL (M FOLD), 16 PACKS, 250 PULLS /PACK, (TOTAL 4,000 SHEETS)",169,Cleaning & Hygiene Products,NON CORE
100508030103,C&W,"Garbage Bag Black""30x40""10Pcs,Pack",169,Cleaning & Hygiene Products,NON CORE
101503010004,STANDARD,File Tag Dori  24'' Green - (Pack Of 100),169,Office Supplies,NON CORE
10049693,DIVERSEY,Diversey HHTLEA1 TASKI R5  5Ltr x 2 Can / Case,168,Cleaning & Hygiene Products,NON CORE
100806010583,CELLO,"Cello Pin Point Ball Pen, 0.5  MM, Blue, 10 Pc/Pack",165,Office Supplies,NON CORE
100202050081,LEERA,Leera's Nylon Rubber Band 2 inch Assorted Colours 500g/Pk,164,Office Supplies,CORE
10049639,FEM,Fem Liquid Hand & Face Wash Assorted Frangrance-5ltr,160,Cleaning & Hygiene Products,CORE
100616030007,3M,"3M Post-It Notes 3"" x 5"", Yellow, 100 Notes/Pack",160,Office Supplies,CORE
100501020013,STANDARD,"Mug Plastic, 1 Ltr",141,Cleaning & Hygiene Products,CORE
100509010006,STANDARD,Disposable Plastic Transparentt Hand Gloves 100 Pieces/Pack,141,Cleaning & Hygiene Products,CORE
10057406,DOMEX,DOMEX  TOILET CLEANER 500 ML LIME FRESH  CAN - 1,130,Cleaning & Hygiene Products,CORE
10055060,STANDARD,"PLASTIC SWING BIN 32 LTRS, BLUE",127,Cleaning & Hygiene Products,CORE
100504010023,KLEENAL,Caution Board With Stand-Wet Floor,127,Cleaning & Hygiene Products,NON CORE
100205040069,OMEGA,Omax /Omega 1739/S Deluxe Plastic Office Tray With Riser Grey 3/Set,126,Office Supplies,CORE
10053277,GALA,GALA 132744 IRON BRUSH   PCS - 1,123,Cleaning & Hygiene Products,CORE
10048816,TETLEY,"TETLEY,MASALATEA,50BAGS/BOX",121,Pantry Supplies,NON CORE
10049778,DIVERSEY,Diversey  Taski R1 Super  2X5L Can HHTLAA1,120,Cleaning & Hygiene Products,NON CORE
10054861,STANDARD,STANDARD FLOOR WIPER 16 INCH WITH HANDLE,115,Cleaning & Hygiene Products,NON CORE
100509050002,STANDARD,"Face Mask Cloth, Colour Green",115,Cleaning & Hygiene Products,NON CORE
10048802,TAJ MAHAL,TAJ MAHAL TEA BAGS-100PCS,114,Pantry Supplies,NON CORE
10054077,HARPIC,HARPIC  BATHROOM CLEANER 500 ML  PCS - 1,114,Cleaning & Hygiene Products,CORE
100501190099,STANDARD,STANDARD GLASS SCRAPPER SS BIG,113,Cleaning & Hygiene Products,NON CORE
10049911,TIDE,Tide Washing Powder 1 KG  Pack,112,Cleaning & Hygiene Products,NON CORE
10057464,LIFEBUOY,LIFEBUOY HANDWASH REFILL TOTAL 10 1.5 LITRE,107,Cleaning & Hygiene Products,CORE
100504010030,GOOD KNIGHT,Mosquito Liquid Machine Standard Size 45 Nights,107,Cleaning & Hygiene Products,NON CORE
100501110022,KLEENAL,"Mop Dry Handle, 5Ft, MS Powder Coated",105,Cleaning & Hygiene Products,CORE
100408070060,STANDARD,Piano Folder,104,Office Supplies,CORE
100208010017,KANGARO,"Kangaro DP-700 Paper Punch, Caapacity 36 Sheets, Dia. 6.00 M",102,Office Supplies,CORE
100409020115,SOLO,SOLO RB 402 2-D Ring binder A4 Size Assrt colors,102,Office Supplies,NON CORE
10061544,STANDARD,STANDARD AJANT SPIRAL PAD NO 8 SIDEBOUND   PCS - 1,101,Office Supplies,NON CORE
10050683,GODREJ,Godrej aer Air Freshener Spray 270ml Morning Misty Meadows,100,Cleaning & Hygiene Products,NON CORE
10056513,STANDARD,SAFESHIELD/ONIC 3 PLY  FACE MASK DISPOSABLEPCS - 1,100,Cleaning & Hygiene Products,NON CORE
100212040048,KANGARO,"Kangaro HD-23S17 Stapler, Cap 140 Sheets, 23/6-23/17 Staple",99,Office Supplies,NON CORE
100623070106,STANDARD,C Ruled Register 8 Qr,98,Office Supplies,CORE
10049890,HARPIC,Air Freshner Cake Harpic Flushmatic Cubes 2Pcs/Pack,97,Cleaning & Hygiene Products,NON CORE
10049818,DIVERSEY,Cleaning Liquid Diversey 5632584 Suma Select 2X5Ltr,96,Cleaning & Hygiene Products,NON CORE
100210010144,KANGARO,Kangaro SL-1150 Silver Streak Scissor 126 MM,96,Office Supplies,NON CORE
110101010031,KLEENAL,Kleenal K-68-9 Telescopic Pole 9 MTR,94,Cleaning & Hygiene Products,NON CORE
200103010030,STANDARD,STANDARD SPIKE GUARD-6 WAY EXTENSION SOCKET STRIPS,93,Office Supplies,CORE
10056674,STANDARD,GOOD MAKE NITRILE GLOVES (PACK OF 100) SIZE-LARGE  PACK of 1,90,Cleaning & Hygiene Products,NON CORE
10057376,KANGARO,KANGARO MUNIX SCISSORS GL-2170 SIZE 169 MM  PCS - 1,89,Office Supplies,CORE
10046989,STANDARD,"Label-18 Self-Adhesivve Label,A4,100 Sheets/Pack",87,Office Supplies,NON CORE
10051533,STANDARD,GOOD MAKE  STIRRER STICK WOODEN (1000 STIRRER/PACK) PACK of 1,87,Pantry Supplies,NON CORE
10054072,STANDARD,GOOD MAKE LATEX DISPOSABLE  GLOVES (PACK OF 100),84,Cleaning & Hygiene Products,CORE
10054128,STANDARD,STANDARD DYNA BUCKET 12 LTRS,84,Cleaning & Hygiene Products,CORE
100506110017,KLEENAL,Kleenal ASC-40 Dry Mop Acrylic Refill 40 CM,84,Cleaning & Hygiene Products,CORE
